,Title,Runtime (mins),Year,Release Date,IMDb Rating,Num Votes,Rotten Tomatoes Rating,Metascore,Box Office
7709,What's Love Got to Do with It,118 min,1993,25 Jun 1993,7.3,"15,656",96%,N/A,N/A
7710,The Hurricane,146 min,1999,14 Jan 2000,7.6,"86,168",83%,74,N/A
7711,The Insider,157 min,1999,05 Nov 1999,7.9,"149,954",96%,84,N/A
7712,Lords of Dogtown,107 min,2005,03 Jun 2005,7.1,"49,307",54%,56,"$11,008,432"
7713,Domino,127 min,2005,14 Oct 2005,6.0,"62,423",N/A,36,N/A
7714,Invincible,105 min,2006,25 Aug 2006,7.1,"60,321",72%,63,"$57,789,574"
7715,Julie & Julia,118 min,2009,07 Aug 2009,7.0,"96,054",76%,66,"$94,125,426"
7716,Kill Your Darlings,104 min,2013,19 Sep 2013,6.5,"32,698",76%,65,"$679,958"
7717,Fair Game,108 min,2010,03 Dec 2010,6.8,"43,810",79%,69,"$9,528,092"
7718,The Runaways,106 min,2010,19 Mar 2010,6.6,"43,827",69%,65,"$3,600,000"
7719,Rescue Dawn,120 min,2006,27 Jul 2007,7.3,"95,242",90%,77,"$5,300,124"
7720,The Basketball Diaries,102 min,1995,21 Apr 1995,7.3,"94,216",46%,46,N/A
7721,Born on the Fourth of July,145 min,1989,05 Jan 1990,7.2,"90,118",89%,75,N/A
7722,Ed Wood,127 min,1994,07 Oct 1994,7.9,"157,605",92%,70,N/A
7723,October Sky,108 min,1999,19 Feb 1999,7.8,"75,136",91%,71,N/A
7724,Confessions of a Dangerous Mind,113 min,2002,24 Jan 2003,7.1,"79,132",79%,67,N/A
7725,The Queen,103 min,2006,17 Nov 2006,7.3,"97,833",97%,91,"$56,222,759"
7726,The Great Debaters,126 min,2007,25 Dec 2007,7.6,"53,292",N/A,65,N/A
7727,The Express,130 min,2008,10 Oct 2008,7.3,"18,577",61%,58,"$9,589,875"
7728,Notorious,122 min,2009,16 Jan 2009,6.7,"38,185",51%,60,"$36,652,959"
7729,Conviction,107 min,2010,05 Nov 2010,7.2,"39,807",67%,61,"$6,783,129"
7730,I'm Not There,135 min,2007,07 Dec 2007,7.0,"53,999",77%,73,"$4,000,000"
7731,Midnight Express,121 min,1978,06 Oct 1978,7.6,"65,501",96%,59,N/A
7732,Awakenings,121 min,1990,11 Jan 1991,7.8,"112,216",88%,74,N/A
7733,Rudy,114 min,1993,22 Oct 1993,7.6,"49,841",78%,71,N/A
7734,Patch Adams,115 min,1998,25 Dec 1998,6.8,"95,621",22%,25,N/A
7735,Men of Honor,129 min,2000,10 Nov 2000,7.2,"101,042",42%,56,N/A
7736,Becoming Jane,120 min,2007,10 Aug 2007,7.1,"53,972",58%,55,"$18,602,895"
7737,Nowhere Boy,98 min,2009,15 Oct 2010,7.1,"32,854",80%,67,"$1,445,366"
7738,My Left Foot,103 min,1989,30 Mar 1990,7.9,"61,015",97%,97,N/A
7739,Bloodsport,92 min,1988,29 Apr 1988,6.8,"69,574",39%,29,N/A
7740,Out of Africa,161 min,1985,20 Dec 1985,7.2,"64,495",60%,69,N/A
7741,La Bamba,108 min,1987,24 Jul 1987,6.9,"25,199",96%,65,N/A
7742,Frida,123 min,2002,22 Nov 2002,7.4,"74,653",75%,61,"$25,681,203"
7743,Girl with a Pearl Earring,100 min,2003,30 Jan 2004,6.9,"68,056",72%,72,"$11,505,906"
7744,Flash of Genius,119 min,2008,03 Oct 2008,7.0,"15,804",60%,57,"$4,234,040"
7745,Control,122 min,2007,26 Sep 2007,7.7,"57,922",88%,78,"$900,000"
7746,Rise of the Footsoldier,119 min,2007,01 Dec 2008,6.9,"18,005",14%,N/A,N/A
7747,24 Hour Party People,117 min,2002,20 Sep 2002,7.4,"30,434",N/A,85,N/A
7748,Heavenly Creatures,99 min,1994,14 Oct 1994,7.4,"56,060",92%,N/A,N/A
7749,This Boy's Life,115 min,1993,23 Apr 1993,7.3,"42,421",76%,60,N/A
7750,Selena,127 min,1997,21 Mar 1997,6.7,"22,327",67%,67,N/A
7751,Get Rich or Die Tryin',117 min,2005,09 Nov 2005,5.2,"41,369",16%,45,"$30,885,034"
7752,Captain Phillips,134 min,2013,11 Oct 2013,7.8,"387,242",93%,83,"$107,100,855"
7753,Casino Jack,108 min,2010,07 Jan 2011,6.2,"16,154",40%,51,"$1,039,869"
7754,Bright Star,119 min,2009,09 Oct 2009,7.0,"23,932",82%,81,"$4,341,275"
7755,Dangerous Minds,99 min,1995,11 Aug 1995,6.5,"44,398",28%,47,N/A
7756,The People vs. Larry Flynt,129 min,1996,10 Jan 1997,7.3,"82,452",89%,79,N/A
7757,Amelia,111 min,2009,23 Oct 2009,5.8,"11,318",20%,37,"$14,195,118"
7758,Factory Girl,90 min,2006,16 Feb 2007,6.4,"20,053",19%,45,"$1,566,027"
7759,The Red Baron,106 min,2008,10 Apr 2008,6.4,"11,063",20%,N/A,N/A
7760,Alive,120 min,1993,15 Jan 1993,7.1,"46,255",62%,N/A,N/A
7761,Dragon: The Bruce Lee Story,120 min,1993,07 May 1993,7.0,"25,368",71%,N/A,N/A
7762,Wyatt Earp,191 min,1994,24 Jun 1994,6.7,"41,506",42%,47,N/A
7763,Antwone Fisher,120 min,2002,10 Jan 2003,7.3,"30,661",79%,62,"$20,813,967"
7764,Infamous,110 min,2006,13 Oct 2006,7.1,"15,533",73%,68,"$1,093,888"
7765,Kinsey,118 min,2004,07 Jan 2005,7.1,"45,898",90%,79,"$10,214,647"
7766,Chopper,94 min,2000,03 Aug 2000,7.2,"34,607",72%,65,N/A
7767,Before Night Falls,133 min,2000,23 Feb 2001,7.3,"22,769",73%,85,"$2,768,814"
7768,The Lover,115 min,1992,30 Oct 1992,6.9,"17,467",32%,N/A,N/A
7769,Shine,105 min,1996,14 Feb 1997,7.7,"48,234",91%,87,N/A
7770,Howl,84 min,2010,27 Aug 2010,6.7,"12,078",62%,63,"$617,334"
7771,The Damned United,98 min,2009,27 Mar 2009,7.6,"37,938",92%,81,"$315,306"
7772,The Last Station,112 min,2009,26 Feb 2010,7.0,"16,874",71%,76,"$6,500,000"
7773,The Edge of Love,110 min,2008,20 Jun 2008,6.3,"15,423",37%,39,N/A
7774,Miss Potter,88 min,2006,09 Mar 2007,7.0,"26,542",67%,57,"$2,893,474"
7775,Find Me Guilty,125 min,2006,17 Mar 2006,7.1,"31,091",62%,65,"$608,804"
7776,American Splendor,101 min,2003,12 Sep 2003,7.5,"45,614",94%,90,"$5,977,550"
7777,Henry & June,136 min,1990,05 Oct 1990,6.3,"11,527",60%,N/A,N/A
7778,American Me,125 min,1992,13 Mar 1992,7.2,"7,085",78%,66,N/A
7779,Riding in Cars with Boys,132 min,2001,19 Oct 2001,6.5,"25,205",49%,43,"$29,601,298"
7780,Toast,96 min,2010,30 Dec 2010,6.6,"8,478",62%,57,N/A
7781,Mr. Nice,121 min,2010,03 Jun 2011,6.4,"6,669",53%,60,N/A
7782,My One and Only,108 min,2009,25 Sep 2009,6.6,"8,100",68%,62,"$2,314,502"
7783,Goya's Ghosts,113 min,2006,10 Nov 2006,6.9,"28,053",30%,52,"$743,451"
7784,The Straight Story,112 min,1999,03 Nov 1999,8.0,"74,259",96%,86,N/A
7785,Sid and Nancy,112 min,1986,07 Nov 1986,7.1,"27,350",88%,76,N/A
7786,Henry: Portrait of a Serial Killer,83 min,1986,07 Sep 1990,7.0,"28,431",87%,80,N/A
7787,Michael Collins,133 min,1996,25 Oct 1996,7.2,"27,449",77%,60,N/A
7788,Creation,108 min,2009,25 Sep 2009,6.7,"12,982",46%,51,"$300,000"
7789,Pollock,122 min,2000,23 Mar 2001,7.0,"25,606",81%,77,"$7,280,174"
7790,Coal Miner's Daughter,124 min,1980,07 Mar 1980,7.5,"15,257",88%,87,N/A
7791,Nixon,192 min,1995,05 Jan 1996,7.1,"27,035",75%,66,N/A
7792,Desert Flower,120 min,2009,24 Sep 2009,7.4,"11,133",50%,54,"$29,425"
7793,Last Days,97 min,2005,13 May 2005,5.8,"20,675",57%,67,"$356,500"
7794,The Notorious Bettie Page,91 min,2005,05 May 2006,6.6,"9,838",56%,64,"$1,374,990"
7795,Sylvia,100 min,2003,31 Oct 2003,6.3,"9,842",37%,56,"$1,235,406"
7796,Immortal Beloved,121 min,1994,27 Jan 1995,7.5,"21,624",55%,N/A,N/A
7797,Total Eclipse,111 min,1995,03 Nov 1995,6.6,"12,172",25%,42,N/A
7798,My Dinner with Andre,110 min,1981,11 Oct 1981,7.8,"15,553",91%,N/A,N/A
7799,Walk the Line,136 min,2005,18 Nov 2005,7.9,"212,761",83%,72,"$119,317,827"
7800,Into the Wild,148 min,2007,19 Oct 2007,8.1,"524,970",82%,73,"$18,173,360"
7801,"Girl, Interrupted",127 min,1999,14 Jan 2000,7.4,"146,638",54%,51,N/A
7802,The Devil's Double,109 min,2011,08 Sep 2011,7.1,"58,267",55%,52,"$1,357,042"
7803,Bronson,92 min,2008,13 Mar 2009,7.1,"109,800",76%,71,"$100,000"
7804,Freedom Writers,123 min,2007,05 Jan 2007,7.6,"62,013",70%,64,"$36,489,507"
7805,Ali,157 min,2001,25 Dec 2001,6.8,"87,770",67%,65,"$58,183,966"
7806,The Whistleblower,112 min,2010,27 Oct 2011,7.2,"29,787",75%,59,"$900,000"
7807,An American Crime,98 min,2007,07 Dec 2007,7.3,"29,868",29%,N/A,N/A
7808,Capote,114 min,2005,03 Feb 2006,7.4,"116,641",90%,88,"$28,337,516"
7809,Serpico,130 min,1973,26 Feb 1974,7.8,"96,617",90%,87,N/A
7810,The Doors,140 min,1991,01 Mar 1991,7.2,"77,553",57%,62,N/A
7811,The World's Fastest Indian,127 min,2005,24 Mar 2006,7.8,"49,006",82%,68,"$5,100,000"
7812,Rob Roy,139 min,1995,14 Apr 1995,6.9,"38,352",73%,55,N/A
7813,Private Parts,109 min,1997,07 Mar 1997,6.8,"32,256",N/A,67,N/A
7814,There Be Dragons,122 min,2011,25 Mar 2011,5.8,"4,298",12%,33,"$1,065,439"
7815,Quills,124 min,2000,25 Dec 2000,7.3,"49,040",75%,70,"$4,284,664"
7816,Fire in the Sky,109 min,1993,12 Mar 1993,6.5,"19,258",39%,N/A,N/A
7817,Party Monster,98 min,2003,17 Oct 2003,6.3,"14,111",29%,36,"$296,665"
7818,Dangerous Beauty,111 min,1998,20 Feb 1998,7.3,"14,913",68%,N/A,N/A
7819,Mommie Dearest,129 min,1981,25 Sep 1981,6.7,"12,881",50%,55,N/A
7820,The Day the Music Died,25 min,2010,N/A,6.7,364,N/A,N/A,N/A
7821,Searching for Sugar Man,86 min,2012,26 Jul 2012,8.2,"58,734",94%,79,"$3,100,000"
7822,The Imposter,99 min,2012,24 Aug 2012,7.5,"42,147",96%,77,"$700,000"
7823,Mission to Lars,74 min,2012,25 Sep 2015,6.7,946,N/A,62,N/A
7824,Senna,106 min,2010,25 May 2011,8.6,"55,394",92%,79,"$1,602,460"
7825,Devil's Knot,114 min,2013,12 Mar 2014,6.1,"18,627",24%,42,"$122,892"
7826,Marley,144 min,2012,20 Apr 2012,8.0,"12,426",95%,82,"$1,412,124"
7827,Lenny Cooke,88 min,2013,07 Jun 2016,6.5,336,82%,70,N/A
7828,Fur: An Imaginary Portrait of Diane Arbus,122 min,2006,20 Oct 2006,6.5,"14,474",32%,50,"$148,913"
7829,Grace of Monaco,103 min,2014,14 May 2014,5.7,"16,640",11%,21,"$640,122"
7830,Chasing Ice,75 min,2012,14 Dec 2012,7.8,"7,707",96%,75,"$1,309,997"
7831,Counterpunch,97 min,2013,11 Jan 2013,5.1,591,N/A,N/A,N/A
7832,Summer in February,100 min,2013,17 Jan 2014,5.7,"3,570",33%,22,N/A
7833,iSteve,79 min,2013,15 Apr 2013,5.3,"1,050",N/A,N/A,N/A
7834,Grizzly Man,103 min,2005,02 Sep 2005,7.8,"48,093",92%,87,"$2,899,138"
7835,Man on Wire,94 min,2008,29 Aug 2008,7.8,"49,121",100%,89,"$2,600,296"
7836,Diana,113 min,2013,20 Sep 2013,5.5,"17,594",8%,35,"$1,049,915"
7837,The King of Kong: A Fistful of Quarters,79 min,2007,28 Feb 2008,8.1,"33,258",97%,83,"$519,005"
7838,The Last of Robin Hood,94 min,2013,05 Dec 2014,5.7,"1,855",29%,46,N/A
7839,CrazySexyCool: The TLC Story,105 min,2013,21 Oct 2013,7.7,"1,988",N/A,N/A,N/A
7840,Good Vibrations,103 min,2012,29 Mar 2013,7.2,"4,416",94%,N/A,N/A
7841,Mesrine Part 2: Public Enemy #1,133 min,2008,19 Nov 2008,7.5,"26,723",81%,72,N/A
7842,Hands of Stone,111 min,2016,26 Aug 2016,6.6,"12,878",44%,54,"$4,711,216"
7843,Silkwood,131 min,1983,27 Jan 1984,7.2,"16,647",79%,64,N/A
7844,The Entity,125 min,1982,04 Feb 1983,6.6,"13,224",70%,35,N/A
7845,The Mirror,107 min,1975,18 Jan 1978,8.1,"32,037",100%,N/A,N/A
7846,Shadowlands,131 min,1993,14 Jan 1994,7.3,"15,594",97%,N/A,N/A
7847,Sex & Drugs & Rock & Roll,115 min,2010,05 May 2010,6.6,"3,743",78%,57,N/A
7848,The Enigma of Kaspar Hauser,110 min,1974,01 Nov 1974,7.9,"14,952",95%,N/A,N/A
7849,Beyond the Sea,118 min,2004,29 Dec 2004,6.7,"14,025",42%,46,"$6,144,806"
7850,The Other Side of Heaven,113 min,2001,12 Apr 2002,6.5,"3,756",30%,38,N/A
7851,Veronica Guerin,98 min,2003,17 Oct 2003,6.9,"17,952",53%,55,N/A
7852,Hoffa,140 min,1992,25 Dec 1992,6.6,"19,416",54%,50,N/A
7853,8 Seconds,105 min,1994,25 Feb 1994,6.6,"4,495",31%,N/A,N/A
7854,Skin,107 min,2008,24 Jul 2009,6.9,"3,002",86%,62,N/A
7855,De-Lovely,125 min,2004,06 Aug 2004,6.6,"10,364",48%,53,"$13,148,028"
7856,Dahmer,101 min,2002,13 Mar 2003,5.6,"8,779",69%,63,N/A
7857,Mao's Last Dancer,117 min,2009,01 Oct 2010,7.3,"6,984",55%,55,"$4,806,750"
7858,The Krays,115 min,1990,09 Nov 1990,6.7,"6,987",86%,70,N/A
7859,Bound for Glory,147 min,1976,05 Dec 1976,7.3,"4,268",85%,70,N/A
7860,I Am a Sex Addict,98 min,2005,22 Apr 2005,6.0,"3,082",63%,62,N/A
7861,Against the Ropes,111 min,2004,20 Feb 2004,5.3,"6,384",12%,36,"$5,696,752"
7862,Great Balls of Fire!,108 min,1989,30 Jun 1989,6.2,"14,425",63%,N/A,N/A
7863,Tucker: The Man and His Dream,110 min,1988,12 Aug 1988,6.9,"13,578",85%,74,N/A
7864,Gods and Monsters,105 min,1998,04 Nov 1998,7.5,"27,465",95%,74,N/A
7865,The Odessa File,130 min,1974,18 Oct 1974,7.0,"9,090",64%,N/A,N/A
7866,Reversal of Fortune,111 min,1990,09 Nov 1990,7.3,"13,171",94%,93,N/A
7867,Little Ashes,112 min,2008,08 May 2009,6.6,"8,230",24%,41,"$400,000"
7868,The General,124 min,1998,18 Dec 1998,7.3,"7,451",82%,81,N/A
7869,Where the Buffalo Roam,99 min,1980,25 Apr 1980,6.7,"10,576",17%,N/A,N/A
7870,Gorillas in the Mist,129 min,1988,07 Oct 1988,7.0,"22,176",83%,N/A,N/A
7871,The Babe,115 min,1992,17 Apr 1992,5.9,"8,592",46%,N/A,N/A
7872,In Love and War,113 min,1996,24 Jan 1997,6.0,"7,696",11%,N/A,N/A
7873,Bobby Jones: Stroke of Genius,120 min,2004,30 Apr 2004,6.7,"3,537",26%,45,"$2,536,460"
7874,Gracie,95 min,2007,01 Jun 2007,6.2,"3,861",61%,52,"$2,922,776"
7875,Cass,108 min,2008,01 Aug 2008,6.5,"5,366",53%,N/A,N/A
7876,Bird,161 min,1988,30 Sep 1988,7.2,"10,372",80%,78,N/A
7877,The Life and Death of Peter Sellers,122 min,2004,01 Oct 2004,6.9,"13,932",69%,N/A,N/A
7878,Modigliani,128 min,2004,29 Sep 2004,7.4,"9,918",4%,25,N/A
7879,Topsy-Turvy,154 min,1999,11 Feb 2000,7.4,"11,021",89%,90,N/A
7880,Tupac: Resurrection,112 min,2003,14 Nov 2003,8.0,"8,650",78%,66,"$7,646,264"
7881,The Assassination of Richard Nixon,95 min,2004,22 Oct 2004,7.0,"24,624",67%,63,"$578,554"
7882,Auto Focus,105 min,2002,01 Nov 2002,6.6,"12,400",72%,66,"$1,818,622"
7883,Vatel,103 min,2000,10 May 2000,6.6,"6,889",31%,44,N/A
7884,Permanent Midnight,88 min,1998,23 Apr 1999,6.3,"6,547",58%,57,N/A
7885,Hilary and Jackie,121 min,1998,05 Feb 1999,7.4,"9,239",88%,78,N/A
7886,Communion,107 min,1989,10 Nov 1989,5.7,"4,967",20%,N/A,N/A
7887,Romero,102 min,1989,25 Aug 1989,7.2,"1,936",78%,N/A,N/A
7888,Lenny,111 min,1974,01 Dec 1974,7.6,"13,028",95%,61,N/A
7889,Wild Bill,98 min,1995,01 Dec 1995,5.9,"5,768",42%,N/A,N/A
7890,Cobb,128 min,1994,02 Dec 1994,6.5,"6,619",65%,66,N/A
7891,Cannibal! The Musical,95 min,1993,30 Aug 1996,7.2,"11,121",63%,N/A,N/A
7892,Sweet Dreams,115 min,1985,11 Oct 1985,7.1,"3,766",90%,65,N/A
7893,Nowhere in Africa,141 min,2001,16 May 2003,7.6,"11,747",85%,72,"$5,888,057"
7894,Stander,111 min,2003,10 Oct 2003,7.2,"7,780",73%,62,N/A
7895,Prefontaine,106 min,1997,24 Jan 1997,6.8,"6,492",59%,56,N/A
7896,Surviving Picasso,125 min,1996,20 Sep 1996,6.4,"6,476",32%,55,N/A
7897,Saving Lincoln,101 min,2013,13 Feb 2013,5.3,238,27%,21,N/A
7898,I Shot Andy Warhol,103 min,1996,01 May 1996,6.6,"6,054",78%,75,N/A
7899,Backbeat,100 min,1994,15 Apr 1994,6.7,"5,310",71%,N/A,N/A
7900,Star 80,103 min,1983,03 Feb 1984,6.7,"5,209",83%,63,N/A
7901,The Hunter,97 min,1980,01 Aug 1980,6.4,"4,330",55%,31,N/A
7902,Why Do Fools Fall in Love,116 min,1998,28 Aug 1998,6.4,"3,306",53%,N/A,N/A
7903,Grey Owl,118 min,1999,01 Oct 1999,6.0,"3,162",17%,N/A,N/A
7904,The Last Time I Committed Suicide,92 min,1997,20 Jun 1997,5.8,"1,867",N/A,N/A,N/A
7905,Love Is the Devil: Study for a Portrait of Francis Bacon,87 min,1998,07 Oct 1998,6.4,"3,132",N/A,N/A,N/A
7906,84 Charing Cross Road,100 min,1987,13 Feb 1987,7.5,"6,938",87%,N/A,N/A
7907,King David,114 min,1985,29 Mar 1985,5.2,"1,902",8%,N/A,N/A
7908,Swimming Upstream,114 min,2003,27 Feb 2003,7.2,"2,944",61%,58,N/A
7909,Baadasssss!,109 min,2003,17 Mar 2005,7.4,"4,507",91%,75,"$300,000"
7910,Carrington,121 min,1995,10 Nov 1995,6.9,"4,817",52%,N/A,N/A
7911,An Angel at My Table,158 min,1990,20 Sep 1990,7.6,"5,864",94%,N/A,N/A
7912,Buster,91 min,1988,23 Nov 1988,5.8,"2,990",N/A,N/A,N/A
7913,Capone,101 min,1975,16 Apr 1975,5.7,"2,404",N/A,N/A,N/A
7914,My Brilliant Career,100 min,1979,17 Aug 1979,7.3,"3,142",83%,N/A,N/A
7915,Blaze,120 min,1989,13 Dec 1989,5.9,"3,333",80%,67,N/A
7916,Steal This Movie,107 min,2000,28 Jun 2002,6.4,"2,122",51%,36,N/A
7917,My Life So Far,98 min,1999,26 Aug 1999,6.5,"2,622",70%,N/A,N/A
7918,Another Country,90 min,1984,01 Jun 1984,7.1,"4,719",80%,N/A,N/A
7919,Prick Up Your Ears,105 min,1987,08 May 1987,7.4,"5,257",94%,72,N/A
7920,Lisztomania,103 min,1975,29 Jan 1976,6.6,"1,942",43%,N/A,N/A
7921,Mahler,115 min,1974,01 Feb 1975,7.3,"2,062",N/A,N/A,N/A
7922,"Jo Jo Dancer, Your Life Is Calling",97 min,1986,02 May 1986,6.3,"1,399",55%,N/A,N/A
7923,Greased Lightning,96 min,1977,01 Jul 1977,6.3,"1,230",N/A,57,N/A
7924,Squanto: A Warrior's Tale,102 min,1994,28 Oct 1994,6.1,"1,000",60%,N/A,N/A
7925,"Romulus, My Father",104 min,2007,31 May 2007,6.7,"3,935",55%,57,N/A
7926,Copying Beethoven,104 min,2006,08 Mar 2007,6.8,"12,243",28%,59,"$210,945"
7927,Ed Gein,89 min,2000,20 Jul 2001,5.6,"4,824",10%,42,N/A
7928,Without Limits,117 min,1998,11 Sep 1998,7.2,"6,289",79%,N/A,N/A
7929,A Matador's Mistress,92 min,2008,31 Mar 2010,5.7,"2,605",N/A,N/A,N/A
7930,Frances,140 min,1982,03 Feb 1983,7.4,"6,291",65%,48,N/A
7931,Impromptu,107 min,1991,01 May 1991,7.0,"4,366",76%,N/A,N/A
7932,Dillinger,107 min,1973,08 Nov 1973,7.0,"4,210",92%,N/A,N/A
7933,Vincent & Theo,138 min,1990,27 Apr 1990,7.0,"3,378",88%,65,N/A
7934,A Home of Our Own,104 min,1993,05 Nov 1993,7.1,"2,680",50%,N/A,N/A
7935,The Tillman Story,94 min,2010,23 Jan 2010,7.8,"4,313",93%,86,"$798,940"
7936,Underground: The Julian Assange Story,94 min,2012,07 Oct 2012,6.7,"1,832",N/A,N/A,N/A
7937,Bundy,99 min,2002,22 Nov 2002,5.9,"6,677",41%,37,N/A
7938,Basquiat,107 min,1996,09 Aug 1996,6.9,"18,191",N/A,65,N/A
7939,Porn Star: The Legend of Ron Jeremy,77 min,2001,01 Jan 2001,6.4,"2,241",69%,54,N/A
7940,Mr. Hockey: The Gordie Howe Story,87 min,2013,04 May 2013,6.7,558,N/A,N/A,N/A
7941,The Longshots,94 min,2008,22 Aug 2008,5.3,"3,536",41%,52,"$11,389,715"
7942,I Am Bruce Lee,94 min,2012,09 Feb 2012,7.5,"3,407",69%,N/A,N/A
7943,Iris,91 min,2001,29 Mar 2002,7.1,"16,112",79%,76,"$5,372,026"
7944,The Buddy Holly Story,114 min,1978,06 Sep 1978,7.3,"7,512",100%,N/A,N/A
7945,George Harrison: Living in the Material World,208 min,2011,04 Oct 2011,8.1,"9,243",86%,N/A,N/A
7946,Lemmy,116 min,2010,07 Dec 2010,7.8,"7,110",83%,64,N/A
7947,The Last Ride,102 min,2011,22 Jun 2012,5.8,738,44%,45,"$16,270"
7948,28 Up,136 min,1984,01 Feb 1986,8.3,"2,117",100%,N/A,N/A
7949,Stanley Kubrick: A Life in Pictures,142 min,2001,02 May 2001,8.0,"9,386",86%,N/A,N/A
7950,Anvil: The Story of Anvil,80 min,2008,20 Feb 2009,7.9,"14,995",98%,82,"$492,513"
7951,Capturing the Friedmans,107 min,2003,18 Jul 2003,7.8,"22,404",97%,90,N/A
7952,Crumb,119 min,1994,28 Apr 1995,8.0,"16,871",95%,93,N/A
7953,Bruce Lee: A Warrior's Journey,100 min,2000,08 Oct 2001,8.2,"2,508",N/A,N/A,N/A
7954,The Devil and Daniel Johnston,110 min,2005,05 May 2006,8.0,"8,453",89%,77,N/A
7955,Bill Cunningham: New York,84 min,2010,16 Mar 2011,7.9,"4,884",99%,76,"$1,510,026"
7956,American: The Bill Hicks Story,102 min,2009,08 Apr 2011,7.8,"4,611",83%,55,"$90,275"
7957,Gonzo: The Life and Work of Dr. Hunter S. Thompson,120 min,2008,18 Jul 2008,7.7,"7,087",87%,73,"$1,031,095"
7958,Ethel,97 min,2012,12 Apr 2013,7.8,529,88%,N/A,N/A
7959,Imagine: John Lennon,100 min,1988,07 Oct 1988,7.9,"4,163",92%,N/A,N/A
7960,Abel Raises Cain,82 min,2005,23 Jan 2005,7.5,203,N/A,N/A,N/A
7961,Jason Becker: Not Dead Yet,87 min,2012,16 Nov 2012,8.1,"1,050",83%,70,$794
7962,The White Diamond,88 min,2004,10 Mar 2005,7.6,"3,830",94%,83,N/A
7963,Woody Allen: A Documentary,192 min,2011,20 Nov 2011,8.1,518,N/A,N/A,N/A
7964,Marwencol,83 min,2010,08 Oct 2010,7.6,"3,005",98%,82,"$112,036"
7965,Inocente,40 min,2012,01 Feb 2013,7.4,322,N/A,N/A,N/A
7966,God Bless Ozzy Osbourne,120 min,2011,16 Sep 2011,7.5,"1,708",67%,N/A,N/A
7967,The Kid Stays in the Picture,93 min,2002,16 Aug 2002,7.4,"6,543",N/A,75,N/A
7968,The U.S. vs. John Lennon,99 min,2006,07 Dec 2006,7.4,"5,111",77%,64,"$1,002,528"
7969,My Architect,116 min,2003,12 Nov 2003,7.4,"2,807",93%,81,"$2,672,377"
7970,Beyond the Mat,102 min,1999,17 Mar 2000,7.6,"7,339",82%,73,N/A
7971,N Is a Number: A Portrait of Paul Erdös,57 min,1993,N/A,7.4,178,N/A,N/A,N/A
7972,In the Realms of the Unreal,81 min,2004,29 Mar 2008,7.4,"1,992",70%,74,"$164,868"
7973,The Wildest Dream,94 min,2010,06 Aug 2010,7.3,"2,160",77%,57,"$873,594"
7974,Music Within,94 min,2007,05 Jan 2007,7.3,"5,379",33%,53,"$129,086"
7975,The Brandon Teena Story,89 min,1998,23 Sep 1998,7.3,886,69%,N/A,N/A
7976,Crossfire Hurricane,111 min,2012,18 Oct 2012,7.4,"2,158",89%,N/A,N/A
7977,Winnebago Man,85 min,2009,14 Mar 2009,7.2,"4,438",90%,71,"$178,174.00"
7978,Shine a Light,122 min,2008,04 Apr 2008,7.2,"10,484",85%,76,"$5,300,000"
7979,The Whole Wide World,111 min,1996,20 Dec 1996,7.2,"3,163",76%,N/A,N/A
7980,"The Prize Winner of Defiance, Ohio",99 min,2005,01 Jun 2007,7.3,"6,408",58%,58,"$440,994"
7981,The First Grader,103 min,2010,24 Jun 2011,7.5,"4,060",61%,56,"$332,306"
7982,The Arbor,94 min,2010,25 Apr 2010,7.2,"1,553",96%,88,"$21,268"
7983,The Hammer,108 min,2010,27 Oct 2011,7.1,"1,571",N/A,N/A,N/A
7984,Tarnation,88 min,2003,10 Nov 2004,7.2,"6,064",92%,87,"$417,541"
7985,China Cry: A True Story,101 min,1990,02 Nov 1990,7.0,433,N/A,N/A,N/A
7986,The Miracle Maker,90 min,2000,31 Mar 2000,7.1,"1,261",N/A,N/A,N/A
7987,Biggie and Tupac,108 min,2002,24 May 2002,6.8,"4,330",81%,63,N/A
7988,About Face: Supermodels Then and Now,75 min,2012,23 Jul 2012,6.8,454,N/A,N/A,N/A
7989,Sing Your Song,103 min,2011,14 Apr 2012,7.5,415,95%,73,"$47,718"
7990,Valentino,128 min,1977,04 Oct 1977,6.2,"1,395",43%,N/A,N/A
7991,Lucky Luciano,105 min,1973,01 Nov 1974,6.4,899,N/A,N/A,N/A
7992,Isn't She Great,95 min,2000,28 Jan 2000,5.4,"2,153",25%,34,N/A
7993,The Greatest,101 min,1977,01 Aug 1977,5.9,"1,222",N/A,N/A,N/A
7994,Viva Knievel!,106 min,1977,01 Jun 1977,2.8,781,17%,N/A,N/A
7995,Wired,112 min,1989,25 Aug 1989,4.4,728,4%,N/A,N/A
7996,Ruby,110 min,1992,27 Mar 1992,5.5,"1,256",45%,N/A,N/A
7997,Dance with a Stranger,96 min,1985,09 Aug 1985,6.8,"2,200",90%,N/A,N/A
7998,The Happy Hooker,96 min,1975,12 Oct 1975,2.9,563,N/A,N/A,N/A
7999,Martin Lawrence Live: Runteldat,113 min,2002,02 Aug 2002,5.4,"1,553",39%,40,"$19,065,844"
8000,Stevie,102 min,1978,01 Oct 1978,7.3,348,57%,N/A,N/A
8001,Meetings with Remarkable Men,108 min,1979,14 Nov 1979,7.3,840,N/A,N/A,N/A
8002,The Bear,110 min,1984,28 Sep 1984,6.2,252,N/A,N/A,N/A
